,iso_code,country,EU?,count,total_capacity_gw,max_capacity_mw,count_distinct_fuel,count_distinct_name,count_distinct_owner,count_distinct_source,count_fuel_coal,capacity_gw_fuel_coal,count_fuel_gas,capacity_gw_fuel_gas,count_fuel_oil,capacity_gw_fuel_oil,count_fuel_petcoke,capacity_gw_fuel_petcoke,count_fuel_hydro,capacity_gw_fuel_hydro,count_fuel_nuclear,capacity_gw_fuel_nuclear,count_fuel_wind,capacity_gw_fuel_wind,count_fuel_solar,capacity_gw_fuel_solar,count_fuel_geothermal,capacity_gw_fuel_geothermal,count_fuel_biomass,capacity_gw_fuel_biomass,count_fuel_cogeneration,capacity_gw_fuel_cogeneration,count_fuel_waste,capacity_gw_fuel_waste,count_fuel_wave_and_tidal,capacity_gw_fuel_wave_and_tidal,count_fuel_storage,capacity_gw_fuel_storage,count_fuel_other,capacity_gw_fuel_other,count_null_name,count_null_gppd_idnr,count_null_capacity_mw,count_null_year_of_capacity_data,count_null_owner,count_null_source,count_null_url,count_null_latitude,count_null_longitude,count_null_fuel,count_wepp_id,capacity_gw_wepp_id,count_null_generation_gwh_all,count_generation_gwh_2013,count_generation_gwh_2014,count_generation_gwh_2015,count_generation_gwh_2016,count_generation_gwh_2017,count_generation_gwh_2018,count_generation_gwh_2019,count_generation_data_source,count_estimated_generation_gwh
102,KWT,Kuwait,False,9,17.8295,5805.0,3.0,9.0,1.0,2.0,0.0,0.0,8.0,17.8195,3.0,11.4235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,17.0995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0
103,KGZ,Kyrgyzstan,False,8,3.634,1200.0,3.0,8.0,1.0,1.0,1.0,0.674,0.0,0.0,1.0,0.05,0.0,0.0,6.0,2.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0
104,LAO,Laos,False,20,4.986860000000001,1878.0,2.0,20.0,11.0,4.0,1.0,1.878,0.0,0.0,0.0,0.0,0.0,0.0,19.0,3.10886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,4.94766,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105,LVA,Latvia,True,5,2.537,894.0,2.0,5.0,1.0,1.0,0.0,0.0,2.0,1.001,0.0,0.0,0.0,0.0,3.0,1.536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.399,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,2.0,5.0
106,LBN,Lebanon,False,7,2.0703,642.8,2.0,7.0,1.0,1.0,0.0,0.0,2.0,0.94,7.0,2.0703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.2875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0
107,LSO,Lesotho,False,1,0.072,72.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.072,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
108,LBR,Liberia,False,2,0.0733,60.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0133,0.0,0.0,1.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.06,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
109,LBY,Libya,False,12,6.231,1440.0,2.0,12.0,1.0,1.0,0.0,0.0,9.0,5.916,12.0,6.231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0
110,LTU,Lithuania,True,6,3.4908,1800.0,2.0,6.0,1.0,1.0,0.0,0.0,4.0,2.49,0.0,0.0,0.0,0.0,2.0,1.0008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.3608,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,6.0
111,LUX,Luxembourg,True,2,1.681,1296.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,0.385,0.0,0.0,0.0,0.0,1.0,1.296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.296,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0
112,MAC,Macao,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,MKD,Macedonia,False,12,1.3625999999999998,675.0,2.0,12.0,1.0,1.0,2.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.5625999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.3136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0
114,MDG,Madagascar,False,12,0.35993,120.0,5.0,12.0,3.0,3.0,1.0,0.12,2.0,0.02957,3.0,0.07271,0.0,0.0,5.0,0.11265,0.0,0.0,0.0,0.0,1.0,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.30534,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
115,MWI,Malawi,False,5,0.3691,128.0,3.0,5.0,1.0,1.0,0.0,0.0,1.0,0.0155,0.0,0.0,0.0,0.0,3.0,0.3436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.3536,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
116,MYS,Malaysia,False,55,28.7945,4180.0,6.0,55.0,16.0,8.0,7.0,13.004,20.0,13.33,4.0,0.178,0.0,0.0,9.0,1.989,0.0,0.0,0.0,0.0,14.0,0.2815,0.0,0.0,1.0,0.012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,14.1102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0
117,MDV,Maldives,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,MLI,Mali,False,4,0.3115,200.0,1.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.3115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.3115,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
119,MLT,Malta,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,MTQ,Martinique,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,MRT,Mauritania,False,7,0.315804,120.0,4.0,7.0,1.0,2.0,0.0,0.0,1.0,0.12,3.0,0.132804,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.03,2.0,0.033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.162804,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
122,MUS,Mauritius,False,23,0.989269,150.0,5.0,23.0,5.0,3.0,4.0,0.2246999999999999,0.0,0.0,5.0,0.499436,0.0,0.0,3.0,0.051383,0.0,0.0,0.0,0.0,6.0,0.1119,0.0,0.0,5.0,0.10185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.665377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0
123,MEX,Mexico,False,277,62.36589999999999,2778.4,9.0,274.0,17.0,4.0,3.0,5.3784,61.0,25.67420000000001,23.0,11.5224,0.0,0.0,73.0,12.442900000000002,1.0,1.51,20.0,1.5868,29.0,2.6712,5.0,0.9036,62.0,0.6763999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,167.0,38.65580000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,277.0
124,MDA,Moldova,False,6,2.914,2520.0,4.0,6.0,1.0,1.0,1.0,2.52,3.0,0.33,3.0,2.826,0.0,0.0,2.0,0.064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
125,MNG,Mongolia,False,8,0.904,570.0,3.0,8.0,4.0,3.0,3.0,0.804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.05,4.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0
126,MNE,Montenegro,False,3,0.8855,360.0,2.0,3.0,1.0,1.0,1.0,0.2185,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.8855,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,3.0
127,MSR,Montserrat,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,MAR,Morocco,False,45,8.697560000000001,2020.0,6.0,45.0,13.0,8.0,3.0,2.835,3.0,1.666,6.0,1.0773,0.0,0.0,18.0,1.6765,0.0,0.0,11.0,1.2097600000000002,6.0,1.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,5.9931,0.0,2.0,0.0,0.0,6.0,2.0,0.0,0.0,10.0,45.0
129,MOZ,Mozambique,False,3,2.285,2075.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
130,MMR,Myanmar,False,35,3.9871,790.0,5.0,35.0,4.0,6.0,2.0,0.165,12.0,1.0469000000000002,1.0,0.092,0.0,0.0,20.0,2.7252,0.0,0.0,0.0,0.0,1.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,3.3454,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,30.0,35.0
131,NAM,Namibia,False,13,0.5025,240.0,4.0,13.0,1.0,2.0,1.0,0.12,0.0,0.0,3.0,0.0599,0.0,0.0,1.0,0.24,0.0,0.0,0.0,0.0,8.0,0.0825999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.4305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0
132,NRU,Nauru,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,NPL,Nepal,False,14,0.5879500000000001,144.0,2.0,14.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.5579500000000001,0.0,0.0,0.0,0.0,2.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.4879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0
134,NLD,Netherlands,True,71,16.993689999999997,2465.0,6.0,71.0,10.0,9.0,5.0,5.015,12.0,9.312,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.485,40.0,1.93659,13.0,0.2450999999999999,0.0,0.0,3.0,3.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,13.04948,0.0,0.0,0.0,12.0,24.0,8.0,0.0,0.0,28.0,71.0
135,NCL,New Caledonia,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,NZL,New Zealand,False,43,6.67455,800.0,6.0,43.0,5.0,5.0,1.0,0.5,3.0,0.507,1.0,0.155,0.0,0.0,24.0,4.388,0.0,0.0,7.0,0.45855,0.0,0.0,7.0,0.666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,6.52955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0
137,NIC,Nicaragua,False,16,0.8634,82.0,6.0,16.0,1.0,2.0,0.0,0.0,1.0,0.065,8.0,0.4065999999999999,0.0,0.0,2.0,0.1044,0.0,0.0,0.0,0.0,1.0,0.0126,2.0,0.159,0.0,0.0,0.0,0.0,2.0,0.1158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0
138,NER,Niger,False,7,0.1672,54.0,3.0,7.0,1.0,2.0,1.0,0.0376,0.0,0.0,5.0,0.1226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.1061999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0
139,NGA,Nigeria,False,13,6.26,1074.0,3.0,13.0,6.0,4.0,0.0,0.0,9.0,4.35,0.0,0.0,0.0,0.0,3.0,1.9,0.0,0.0,0.0,0.0,1.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,6.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0
140,NIU,Niue,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,PRK,North Korea,False,31,9.208,1600.0,2.0,31.0,5.0,2.0,16.0,5.403,0.0,0.0,0.0,0.0,0.0,0.0,15.0,3.805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,4.821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0
142,NOR,Norway,False,306,32.551,1444.0,3.0,306.0,1.0,1.0,0.0,0.0,5.0,1.454,0.0,0.0,0.0,0.0,291.0,30.474,0.0,0.0,10.0,0.623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,306.0,0.0,0.0,0.0,0.0,0.0,0.0,278.0,27.667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,306.0
143,OMN,Oman,False,12,6.010800000000001,1021.0,2.0,12.0,1.0,3.0,0.0,0.0,9.0,4.872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.1388000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,4.401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0
144,PAK,Pakistan,False,62,21.455,3478.0,7.0,62.0,23.0,19.0,7.0,3.108,13.0,2.853,14.0,4.853,0.0,0.0,13.0,7.9896,2.0,1.467,7.0,0.506,6.0,0.6784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,14.768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0
145,PSE,Palestine,False,1,0.0076,7.6,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
146,PAN,Panama,False,17,1.6332,300.0,5.0,17.0,1.0,2.0,1.0,0.12,1.0,0.16,4.0,0.2623999999999999,0.0,0.0,8.0,1.0629000000000002,0.0,0.0,0.0,0.0,3.0,0.0278999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.1821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0
147,PNG,Papua New Guinea,False,15,0.4069,75.0,4.0,15.0,6.0,7.0,0.0,0.0,1.0,0.072,7.0,0.1399,0.0,0.0,6.0,0.165,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.35,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
148,PRY,Paraguay,False,3,8.76,7000.0,1.0,3.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
149,PER,Peru,False,32,7.4321,952.3,5.0,32.0,21.0,2.0,1.0,0.132,9.0,4.262200000000001,0.0,0.0,0.0,0.0,14.0,2.7354000000000003,0.0,0.0,2.0,0.062,6.0,0.2405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,5.5005,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,30.0,32.0
150,PHL,Philippines,False,123,20.7193,1271.0,8.0,123.0,48.0,3.0,23.0,8.7313,5.0,3.411,17.0,2.0561,0.0,0.0,17.0,3.4011,0.0,0.0,2.0,0.0519,48.0,1.1963999999999997,9.0,1.8482,2.0,0.0233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,13.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123.0
151,POL,Poland,True,189,37.902,5472.0,7.0,188.0,64.0,54.0,76.0,31.359,16.0,1.906,2.0,0.655,0.0,0.0,32.0,2.078,0.0,0.0,59.0,2.174,9.0,0.017,0.0,0.0,16.0,5.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,189.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,23.131,0.0,0.0,0.0,36.0,28.0,29.0,0.0,0.0,37.0,189.0
152,PRT,Portugal,True,469,14.74486400000001,1296.0,8.0,462.0,3.0,4.0,2.0,1.978,4.0,3.829,0.0,0.0,0.0,0.0,122.0,2.760449999999997,0.0,0.0,224.0,4.942329999999999,72.0,0.6215839999999999,2.0,0.0288,19.0,0.4528999999999999,0.0,0.0,24.0,0.1317999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,469.0,0.0,0.0,0.0,0.0,0.0,0.0,291.0,11.065550000000009,0.0,0.0,0.0,8.0,10.0,10.0,0.0,0.0,10.0,469.0
153,PRI,Puerto Rico,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,QAT,Qatar,False,12,10.548,2730.0,1.0,12.0,1.0,1.0,0.0,0.0,12.0,10.548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,5.966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0
155,REU,Reunion,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,ROU,Romania,True,68,14.6469,1650.0,6.0,68.0,7.0,4.0,10.0,5.807,8.0,3.352,0.0,0.0,0.0,0.0,10.0,3.332,1.0,1.298,3.0,0.386,36.0,0.4719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,8.156,0.0,0.0,0.0,15.0,15.0,15.0,0.0,0.0,15.0,68.0
