,iso_code,country,EU?,count,total_capacity_gw,max_capacity_mw,count_distinct_fuel,count_distinct_name,count_distinct_owner,count_distinct_source,count_fuel_coal,capacity_gw_fuel_coal,count_fuel_gas,capacity_gw_fuel_gas,count_fuel_oil,capacity_gw_fuel_oil,count_fuel_petcoke,capacity_gw_fuel_petcoke,count_fuel_hydro,capacity_gw_fuel_hydro,count_fuel_nuclear,capacity_gw_fuel_nuclear,count_fuel_wind,capacity_gw_fuel_wind,count_fuel_solar,capacity_gw_fuel_solar,count_fuel_geothermal,capacity_gw_fuel_geothermal,count_fuel_biomass,capacity_gw_fuel_biomass,count_fuel_cogeneration,capacity_gw_fuel_cogeneration,count_fuel_waste,capacity_gw_fuel_waste,count_fuel_wave_and_tidal,capacity_gw_fuel_wave_and_tidal,count_fuel_storage,capacity_gw_fuel_storage,count_fuel_other,capacity_gw_fuel_other,count_null_name,count_null_gppd_idnr,count_null_capacity_mw,count_null_year_of_capacity_data,count_null_owner,count_null_source,count_null_url,count_null_latitude,count_null_longitude,count_null_fuel,count_wepp_id,capacity_gw_wepp_id,count_null_generation_gwh_all,count_generation_gwh_2013,count_generation_gwh_2014,count_generation_gwh_2015,count_generation_gwh_2016,count_generation_gwh_2017,count_generation_gwh_2018,count_generation_gwh_2019,count_generation_data_source,count_estimated_generation_gwh
157,RUS,Russia,False,545,228.22005000000004,8865.0,10.0,545.0,152.0,13.0,99.0,46.97921999999999,266.0,113.43262,79.0,51.79212,0.0,0.0,105.0,45.59143999999999,10.0,28.168,3.0,0.0423,57.0,0.8407,3.0,0.074,4.0,2.073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0297,0.0,0.0,0.0,545.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,98.55755,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,536.0
158,RWA,Rwanda,False,11,0.19368,43.8,5.0,11.0,5.0,5.0,0.0,0.0,1.0,0.026,2.0,0.0278,0.0,0.0,6.0,0.1276,0.0,0.0,0.0,0.0,1.0,0.0085,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.00378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0818,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
159,SHN,Saint Helena,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,KNA,Saint Kitts and Nevis,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,LCA,Saint Lucia,False,1,0.003,3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
162,SPM,Saint Pierre and Miquelon,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,VCT,Saint Vincent and the Grenadines,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,WSM,Samoa,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,STP,Sao Tome and Principe,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,SAU,Saudi Arabia,False,90,84.34154999999997,6794.0,3.0,90.0,17.0,4.0,0.0,0.0,35.0,40.36232,61.0,67.88875000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,62.535500000000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0
167,SEN,Senegal,False,10,0.69616,327.0,3.0,10.0,1.0,2.0,0.0,0.0,0.0,0.0,5.0,0.47046,0.0,0.0,1.0,0.12,0.0,0.0,0.0,0.0,4.0,0.1056999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.4551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
168,SRB,Serbia,False,12,7.958,1730.0,2.0,12.0,1.0,1.0,8.0,5.568,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,3.478,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,8.0,12.0
169,SYC,Seychelles,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,SLE,Sierra Leone,False,3,0.126,53.0,2.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0.076,0.0,0.0,1.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.126,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
171,SGP,Singapore,False,14,13.66,2807.0,3.0,14.0,1.0,1.0,0.0,0.0,8.0,9.552,3.0,3.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0
172,SVK,Slovakia,True,30,6.230860000000001,880.0,5.0,30.0,1.0,2.0,2.0,1.398,3.0,0.728,0.0,0.0,0.0,0.0,21.0,2.32086,2.0,1.76,0.0,0.0,2.0,0.024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,6.03326,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,30.0
173,SVN,Slovenia,True,8,2.736,1099.0,4.0,8.0,1.0,1.0,3.0,1.321,1.0,0.297,0.0,0.0,0.0,0.0,3.0,0.422,1.0,0.696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.208,0.0,0.0,0.0,5.0,4.0,4.0,0.0,0.0,5.0,8.0
174,SLB,Solomon Islands,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,SOM,Somalia,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,ZAF,South Africa,False,104,50.4227,4116.0,10.0,104.0,63.0,40.0,17.0,39.794,2.0,0.342,3.0,2.238,0.0,0.0,6.0,2.01957,1.0,1.8,24.0,2.0309,44.0,2.3130400000000004,0.0,0.0,2.0,0.0136,0.0,0.0,6.0,0.04259,0.0,0.0,0.0,0.0,1.0,4.11,0.0,0.0,0.0,104.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,46.28202,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.0
177,KOR,South Korea,False,132,99.47268,5900.0,10.0,128.0,36.0,24.0,18.0,33.133,33.0,31.5529,3.0,4.655,0.0,0.0,36.0,6.06306,6.0,23.076,12.0,0.4011,17.0,0.1605,0.0,0.0,3.0,1.908,0.0,0.0,4.0,0.06912,1.0,0.254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0,72.3287,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131.0
178,ESP,Spain,True,829,79.03506800000001,2016.9,9.0,825.0,324.0,2.0,15.0,8.78331,61.0,28.062494,27.0,5.200470999999999,0.0,0.0,124.0,15.659136000000004,5.0,7.12006,342.0,11.337380000000008,243.0,4.901313000000002,0.0,0.0,1.0,0.02,0.0,0.0,15.0,0.388054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,829.0,0.0,0.0,0.0,0.0,0.0,0.0,475.0,64.22550799999999,0.0,0.0,0.0,53.0,52.0,52.0,0.0,0.0,54.0,829.0
179,LKA,Sri Lanka,False,48,3.7201,900.0,5.0,47.0,19.0,8.0,1.0,0.9,0.0,0.0,9.0,1.205,0.0,0.0,21.0,1.4417,0.0,0.0,14.0,0.129,3.0,0.0444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,2.1067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0
180,SDN,Sudan,False,19,2.7981100000000003,1250.0,4.0,18.0,1.0,1.0,0.0,0.0,1.0,0.319,10.0,0.8131,0.0,0.0,6.0,1.54001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1.96781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0
181,SUR,Suriname,False,1,0.005,5.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
182,SWZ,Swaziland,False,6,0.0948,20.8,2.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0948,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
183,SWE,Sweden,True,168,26.4187,3932.0,7.0,168.0,14.0,11.0,1.0,0.08,3.0,1.34,1.0,0.84,0.0,0.0,142.0,12.822899999999995,3.0,9.762,10.0,0.6971,0.0,0.0,0.0,0.0,8.0,0.8767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168.0,0.0,0.0,0.0,0.0,0.0,0.0,153.0,22.2555,0.0,0.0,0.0,0.0,21.0,22.0,0.0,0.0,22.0,168.0
184,CHE,Switzerland,False,168,13.118000000000002,1285.0,3.0,168.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162.0,9.6678,4.0,3.43,0.0,0.0,2.0,0.0202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168.0,0.0,0.0,0.0,0.0,0.0,0.0,152.0,10.65063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168.0
185,SYR,Syrian Arab Republic,False,18,7.966,1065.0,3.0,18.0,1.0,1.0,0.0,0.0,8.0,2.914,7.0,3.547,0.0,0.0,3.0,1.505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,7.918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0
186,TWN,Taiwan,False,39,37.21186,5500.0,7.0,39.0,4.0,4.0,7.0,14.19,9.0,11.673,1.0,2.0,0.0,0.0,9.0,3.8255,3.0,5.214,7.0,0.19506,3.0,0.1143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,26.81646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0
187,TJK,Tajikistan,False,10,5.296399999999999,3015.0,3.0,10.0,3.0,1.0,1.0,0.43,0.0,0.0,2.0,0.61,0.0,0.0,8.0,4.6864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,5.1164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
188,TZA,Tanzania,False,11,0.9945,207.5,3.0,11.0,2.0,2.0,0.0,0.0,4.0,0.3335,1.0,0.1,0.0,0.0,6.0,0.561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.9765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0
189,THA,Thailand,False,196,39.654300000000006,4384.0,6.0,193.0,78.0,26.0,5.0,5.26,33.0,28.959,0.0,0.0,0.0,0.0,10.0,3.788,0.0,0.0,2.0,0.21,141.0,1.3487000000000011,0.0,0.0,5.0,0.0886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,196.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,30.873900000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,196.0
190,TLS,Timor-Leste,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,TGO,Togo,False,3,0.195114,101.214,3.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0283,1.0,0.101214,0.0,0.0,1.0,0.0655999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.166814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
192,TON,Tonga,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,TTO,Trinidad and Tobago,False,6,2.1446,852.0,2.0,6.0,3.0,2.0,0.0,0.0,5.0,2.1336,2.0,0.271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.1446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
194,TUN,Tunisia,False,27,5.0522,700.0,3.0,26.0,1.0,1.0,0.0,0.0,19.0,4.856,0.0,0.0,0.0,0.0,6.0,0.0542,0.0,0.0,2.0,0.142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,4.9102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0
195,TUR,Turkey,False,163,51.4447,2795.0,7.0,163.0,36.0,3.0,24.0,17.707,22.0,18.691,3.0,0.8426,0.0,0.0,28.0,13.839,0.0,0.0,8.0,0.3905,68.0,0.6946,11.0,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,163.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,23.1865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,163.0
196,TKM,Turkmenistan,False,7,3.454,1685.0,2.0,7.0,1.0,1.0,0.0,0.0,5.0,1.179,2.0,2.275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,3.454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0
197,TCA,Turks and Caicos Islands,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,UGA,Uganda,False,11,0.7725,250.0,4.0,11.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.05,0.0,0.0,6.0,0.6665,0.0,0.0,0.0,0.0,3.0,0.044,0.0,0.0,1.0,0.012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.7285,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
199,UKR,Ukraine,False,64,48.5698,6000.0,5.0,64.0,13.0,8.0,21.0,26.55,2.0,1.74,0.0,0.0,0.0,0.0,10.0,5.729,4.0,13.835,0.0,0.0,27.0,0.7158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,43.154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0
200,ARE,United Arab Emirates,False,30,30.327,4889.0,3.0,30.0,14.0,2.0,0.0,0.0,24.0,29.487,24.0,29.487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,20.081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0
201,GBR,United Kingdom,False,2751,97.15528448000003,2180.0,12.0,2738.0,1353.0,5.0,8.0,12.296,55.0,29.9163,11.0,0.3723999999999999,0.0,0.0,119.0,6.364904999999998,8.0,8.918,780.0,23.202481500000005,1170.0,8.674997980000002,0.0,0.0,227.0,3.5637,8.0,4.206,329.0,1.8855999999999995,7.0,0.0382,31.0,0.8966999999999999,0.0,0.0,0.0,0.0,0.0,2751.0,0.0,0.0,0.0,0.0,0.0,0.0,1095.0,62.46824173,38.0,0.0,0.0,4.0,5.0,2.0,0.0,0.0,8.0,2713.0
202,USA,United States of America,False,9833,1204.638049999999,6809.0,14.0,9817.0,4596.0,15.0,360.0,285.13679999999994,2290.0,648.2862000000003,1731.0,367.0378999999994,30.0,19.7223,1481.0,104.45969999999998,58.0,104.2331,1153.0,105.01529999999995,3333.0,46.61915000000014,65.0,3.8891999999999993,203.0,11.940099999999996,39.0,1.4019,640.0,22.18220000000003,0.0,0.0,155.0,5.1979,85.0,15.607800000000005,0.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,5083.0,1008.3461,21.0,6145.0,6562.0,7011.0,7746.0,8370.0,8950.0,9659.0,9715.0,3172.0
203,URY,Uruguay,False,73,4.20912,945.0,6.0,73.0,1.0,1.0,0.0,0.0,3.0,0.26572,4.0,0.38574,0.0,0.0,4.0,1.538,0.0,0.0,39.0,1.3819500000000002,13.0,0.22501,0.0,0.0,10.0,0.4127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,1.51002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0
204,UZB,Uzbekistan,False,16,12.64,3000.0,5.0,16.0,2.0,4.0,2.0,2.522,6.0,8.578,1.0,0.3,0.0,0.0,6.0,1.14,0.0,0.0,0.0,0.0,1.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,12.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0
205,VUT,Vanuatu,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,VEN,Venezuela,False,43,31.096,8851.0,2.0,43.0,6.0,2.0,0.0,0.0,34.0,13.43,0.0,0.0,0.0,0.0,9.0,17.666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,24.789,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,43.0
207,VNM,Vietnam,False,236,41.35049,2400.0,7.0,235.0,145.0,5.0,24.0,14.125,9.0,7.734,6.0,0.915,0.0,0.0,174.0,16.75009,0.0,0.0,5.0,0.188,16.0,1.6163999999999998,0.0,0.0,2.0,0.022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,236.0,0.0,0.0,0.0,0.0,0.0,0.0,165.0,35.63959,0.0,0.0,0.0,0.0,156.0,0.0,0.0,0.0,156.0,236.0
208,ESH,Western Sahara,False,1,0.0233999999999999,23.4,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0233999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0233999999999999,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
209,YEM,Yemen,False,7,1.045,400.0,2.0,7.0,1.0,1.0,0.0,0.0,1.0,0.4,6.0,0.645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0
210,ZMB,Zambia,False,15,2.689337,990.0,5.0,15.0,4.0,3.0,1.0,0.3,0.0,0.0,7.0,0.1696,0.0,0.0,5.0,2.16,0.0,0.0,0.0,0.0,1.0,0.0475,0.0,0.0,1.0,0.012237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,2.626837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0
211,ZWE,Zimbabwe,False,2,1.67,920.0,2.0,2.0,1.0,1.0,1.0,0.92,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
